State,Industry,Date,Workhrs,Locations,Employees,policy,dailynewcases,dailynewdeaths,lndailynewcases,lndailynewdeaths,day,dayofyear,month,week,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential,stateFull
AK,Food & Drink,2020-03-01,0.006,0.101,0.01,0,0,0,0,0,0,61,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,6,16,5,-1,Alaska
AK,Food & Drink,2020-03-02,0.048,0.096,0.057,0,0,0,0,0,1,62,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,6,1,0,Alaska
AK,Food & Drink,2020-03-03,0.041,0.071,0.046,0,0,0,0,0,2,63,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,-2,3,3,0,Alaska
AK,Food & Drink,2020-03-04,0.116,0.088,0.106,0,0,0,0,0,3,64,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,8,3,0,Alaska
AK,Food & Drink,2020-03-05,0.097,0.076,0.057,0,0,0,0,0,4,65,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,4,2,0,Alaska
AK,Food & Drink,2020-03-06,0.048,0.081,0.031,0,0,0,0,0,5,66,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,9,0,1,Alaska
AK,Food & Drink,2020-03-07,0.098,0.047,0.086,0,0,0,0,0,6,67,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,17,9,3,-1,Alaska
AK,Food & Drink,2020-03-08,0.13,0.069,0.038,0,0,0,0,0,7,68,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,34,9,2,-1,Alaska
AK,Food & Drink,2020-03-09,0.114,0.081,0.09,0,0,0,0,0,8,69,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,3,-10,2,Alaska
AK,Food & Drink,2020-03-10,0.09,0.1,0.087,0,0,0,0,0,9,70,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,11,2,-7,2,Alaska
AK,Food & Drink,2020-03-11,0.163,0.117,0.151,0,0,0,0,0,10,71,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,16,3,-8,2,Alaska
AK,Food & Drink,2020-03-12,0.097,0.09,0.103,0,0,0,0,0,11,72,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,21,-1,-9,2,Alaska
AK,Food & Drink,2020-03-13,0.05,0.054,0.026,0,0,0,0,0,12,73,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,16,0,-10,3,Alaska
AK,Food & Drink,2020-03-14,0.046,0.033,0.052,0,0,0,0,0,13,74,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37,1,-1,1,Alaska
AK,Food & Drink,2020-03-15,-0.027,0.004,-0.015,0,0,0,0,0,14,75,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,58,7,-1,0,Alaska
AK,Food & Drink,2020-03-16,-0.016,-0.037,0.024,0,2,0,0.6931471806,0,15,76,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,29,-6,-12,4,Alaska
AK,Food & Drink,2020-03-17,-0.131,0,-0.101,0,3,0,1.098612289,0,16,77,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,8,12,-12,-15,7,Alaska
AK,Food & Drink,2020-03-18,-0.158,-0.025,-0.116,1,3,0,1.098612289,0,17,78,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19,8,6,-12,-21,9,Alaska
AK,Food & Drink,2020-03-19,-0.299,-0.159,-0.249,1,3,0,1.098612289,0,18,79,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,4,15,-21,-25,10,Alaska
AK,Food & Drink,2020-03-20,-0.321,-0.149,-0.306,1,2,0,0.6931471806,0,19,80,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,3,23,-24,-25,12,Alaska
AK,Food & Drink,2020-03-21,-0.433,-0.229,-0.389,1,7,0,1.945910149,0,20,81,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,-1,1,-25,-20,8,Alaska
AK,Food & Drink,2020-03-22,-0.457,-0.255,-0.43,1,1,0,0,0,21,82,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,-4,65,-30,-21,6,Alaska
AK,Food & Drink,2020-03-23,-0.441,-0.244,-0.4,1,14,0,2.63905733,0,22,83,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,-11,23,-37,-35,14,Alaska
AK,Food & Drink,2020-03-24,-0.448,-0.229,-0.412,1,6,0,1.791759469,0,23,84,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,-12,17,-39,-39,16,Alaska
AK,Food & Drink,2020-03-25,-0.455,-0.279,-0.44,1,17,0,2.833213344,0,24,85,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,-15,6,-42,-41,18,Alaska
AK,Food & Drink,2020-03-26,-0.479,-0.297,-0.467,1,10,0,2.302585093,0,25,86,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,-13,31,-42,-42,17,Alaska
AK,Food & Drink,2020-03-27,-0.463,-0.311,-0.473,1,16,1,2.772588722,0,26,87,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,-15,2,-50,-40,19,Alaska
AK,Food & Drink,2020-03-28,-0.501,-0.316,-0.469,1,17,0,2.833213344,0,27,88,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47,-15,11,-50,-30,11,Alaska
AK,Food & Drink,2020-03-29,-0.604,-0.417,-0.588,1,12,0,2.48490665,0,28,89,3,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-48,-27,18,-55,-33,10,Alaska
AK,Food & Drink,2020-03-30,-0.598,-0.437,-0.576,1,5,1,1.609437912,0,29,90,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,-17,15,-49,-46,18,Alaska
AK,Food & Drink,2020-03-31,-0.521,-0.4,-0.507,1,14,0,2.63905733,0,30,91,3,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,-15,15,-45,-44,18,Alaska
AK,Food & Drink,2020-04-01,-0.501,-0.336,-0.492,1,10,0,2.302585093,0,31,92,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,-8,3,-43,-44,18,Alaska
AK,Food & Drink,2020-04-02,-0.545,-0.352,-0.518,1,3,0,1.098612289,0,32,93,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,-14,-3,-50,-45,19,Alaska
AK,Food & Drink,2020-04-03,-0.533,-0.338,-0.537,1,10,0,2.302585093,0,33,94,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-42,-14,2,-47,-43,20,Alaska
AK,Food & Drink,2020-04-04,-0.517,-0.316,-0.511,1,13,1,2.564949357,0,34,95,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47,-14,21,-50,-32,12,Alaska
AK,Food & Drink,2020-04-05,-0.612,-0.401,-0.602,1,14,1,2.63905733,0,35,96,4,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,-17,29,-52,-32,9,Alaska
AK,Food & Drink,2020-04-06,-0.579,-0.452,-0.56,1,6,0,1.791759469,0,36,97,4,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37,-15,1,-49,-44,17,Alaska
AK,Food & Drink,2020-04-07,-0.512,-0.329,-0.489,1,22,0,3.091042453,0,37,98,4,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,-16,1,-48,-44,18,Alaska
AK,Food & Drink,2020-04-08,-0.538,-0.322,-0.495,1,13,1,2.564949357,0,38,99,4,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,-14,7,-49,-44,18,Alaska
AK,Food & Drink,2020-04-09,-0.494,-0.352,-0.494,1,9,0,2.197224577,0,39,100,4,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,-12,19,-48,-44,18,Alaska
AK,Food & Drink,2020-04-10,-0.488,-0.338,-0.496,1,11,0,2.397895273,0,40,101,4,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,-10,28,-49,-44,19,Alaska
AK,Food & Drink,2020-04-11,-0.509,-0.287,-0.474,1,11,1,2.397895273,0,41,102,4,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41,-4,36,-52,-32,10,Alaska
AK,Food & Drink,2020-04-12,-0.659,-0.417,-0.666,1,15,0,2.708050201,0,42,103,4,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,-33,12,-59,-37,9,Alaska
AK,Food & Drink,2020-04-13,-0.585,-0.393,-0.556,1,5,0,1.609437912,0,43,104,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,-15,5,-51,-43,17,Alaska
AK,Food & Drink,2020-04-14,-0.484,-0.343,-0.477,1,8,1,2.079441542,0,44,105,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,-13,19,-49,-41,18,Alaska
AK,Food & Drink,2020-04-15,-0.47,-0.307,-0.463,1,8,0,2.079441542,0,45,106,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,-5,-2,-47,-41,17,Alaska
AK,Food & Drink,2020-04-16,-0.469,-0.338,-0.462,1,7,0,1.945910149,0,46,107,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,-7,8,-47,-42,17,Alaska
AK,Food & Drink,2020-04-17,-0.432,-0.297,-0.47,1,9,0,2.197224577,0,47,108,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32,-10,19,-44,-39,18,Alaska
AK,Food & Drink,2020-04-18,-0.511,-0.258,-0.488,1,5,0,1.609437912,0,48,109,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,-7,49,-44,-27,9,Alaska
AK,Food & Drink,2020-04-19,-0.457,-0.32,-0.5,1,5,0,1.609437912,0,49,110,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,-11,44,-51,-28,7,Alaska
AK,Food & Drink,2020-04-20,-0.448,-0.333,-0.429,1,2,0,0.6931471806,0,50,111,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,-9,7,-44,-40,15,Alaska
AK,Food & Drink,2020-04-21,-0.382,-0.314,-0.385,1,8,0,2.079441542,0,51,112,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,-10,3,-46,-40,17,Alaska
AK,Food & Drink,2020-04-22,-0.377,-0.237,-0.377,1,6,0,1.791759469,0,52,113,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,-9,21,-45,-40,16,Alaska
AK,Food & Drink,2020-04-23,-0.377,-0.283,-0.4,1,2,0,0.6931471806,0,53,114,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,-8,26,-44,-40,16,Alaska
AK,Food & Drink,2020-04-24,-0.39,-0.243,-0.401,1,2,0,0.6931471806,0,54,115,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,-8,33,-44,-37,16,Alaska
AK,Food & Drink,2020-04-25,-0.45,-0.273,-0.44,0,0,0,0,0,55,116,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,-2,85,-40,-25,7,Alaska
AK,Food & Drink,2020-04-26,-0.426,-0.336,-0.5,0,2,0,0.6931471806,0,56,117,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,-3,101,-43,-25,5,Alaska
AK,Food & Drink,2020-04-27,-0.362,-0.274,-0.364,0,4,0,1.386294361,0,57,118,4,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,-5,60,-39,-36,13,Alaska
AK,Food & Drink,2020-04-28,-0.296,-0.243,-0.274,0,6,0,1.791759469,0,58,119,4,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,-4,58,-39,-37,5,Alaska
AK,Food & Drink,2020-04-29,-0.274,-0.194,-0.308,0,4,0,1.386294361,0,59,120,4,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,1,47,-37,-37,14,Alaska
AK,Food & Drink,2020-04-30,-0.298,-0.186,-0.303,0,0,0,0,0,60,121,4,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,44,-39,-37,14,Alaska
AK,Food & Drink,2020-05-01,-0.285,-0.176,-0.306,0,9,0,2.197224577,0,61,122,5,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,5,65,-35,-34,13,Alaska
AK,Food & Drink,2020-05-02,-0.316,-0.098,-0.288,0,1,0,0,0,62,123,5,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,10,114,-27,-21,5,Alaska
AK,Food & Drink,2020-05-03,-0.32,-0.255,-0.353,0,3,0,1.098612289,0,63,124,5,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,4,110,-43,-21,4,Alaska
AK,Food & Drink,2020-05-04,-0.258,-0.2,-0.23,0,2,0,0.6931471806,0,64,125,5,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,3,57,-36,-34,12,Alaska
AK,Food & Drink,2020-05-05,-0.221,-0.157,-0.208,0,1,0,0,0,65,126,5,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,9,81,-32,-33,12,Alaska
AK,Food & Drink,2020-05-06,-0.226,-0.095,-0.242,0,1,1,0,0,66,127,5,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,6,89,-31,-33,12,Alaska
AK,Food & Drink,2020-05-07,-0.228,-0.131,-0.241,0,3,0,1.098612289,0,67,128,5,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,4,70,-36,-34,12,Alaska
AK,Food & Drink,2020-05-08,-0.204,-0.095,-0.23,0,3,0,1.098612289,0,68,129,5,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,5,80,-34,-32,12,Alaska
AK,Food & Drink,2020-05-09,-0.294,-0.113,-0.265,0,1,0,0,0,69,130,5,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,21,152,-26,-18,3,Alaska
AK,Food & Drink,2020-05-10,-0.249,-0.206,-0.282,0,1,0,0,0,70,131,5,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,163,-35,-17,1,Alaska
AK,Food & Drink,2020-05-11,-0.192,-0.126,-0.178,0,2,0,0.6931471806,0,71,132,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,76,-34,-32,11,Alaska
AK,Food & Drink,2020-05-12,-0.165,-0.1,-0.167,0,3,0,1.098612289,0,72,133,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,2,106,-31,-31,11,Alaska
AK,Food & Drink,2020-05-13,-0.101,-0.025,-0.101,0,0,0,0,0,73,134,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,113,-28,-30,10,Alaska
AK,Food & Drink,2020-05-14,-0.152,-0.048,-0.161,0,4,0,1.386294361,0,74,135,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,7,91,-31,-31,10,Alaska
AK,Food & Drink,2020-05-15,-0.18,-0.108,-0.181,0,1,0,0,0,75,136,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,7,134,-26,-29,9,Alaska
AK,Food & Drink,2020-05-16,-0.231,-0.098,-0.231,0,4,0,1.386294361,0,76,137,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,13,164,-23,-16,2,Alaska
AK,Food & Drink,2020-05-17,-0.27,-0.142,-0.268,0,4,0,1.386294361,0,77,138,5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,186,-28,-14,0,Alaska
